#
#   a_vector =        25.2786732532        0.0000000000        0.0000000000
#   b_vector =         0.0000000000       25.2786732532        0.0000000000
#   c_vector =         0.0000000000        0.0000000000       25.2786732532
#   ntyp =        1 natm =       64
# (natm->type)     1    1    1    1    1    1    1    1    1    1
# (natm->type)     1    1    1    1    1    1    1    1    1    1
# (natm->type)     1    1    1    1    1    1    1    1    1    1
# (natm->type)     1    1    1    1    1    1    1    1    1    1
# (natm->type)     1    1    1    1    1    1    1    1    1    1
# (natm->type)     1    1    1    1    1    1    1    1    1    1
# (natm->type)     1    1    1    1
# (speciesname)     1 :   Sn  
#
 cps and forc at (iter_ion, iter_total =     1      18 )
    1    1.579917078    1.579917078    1.579917078    0.000000    0.000000    0.000000
    2   11.059419549   11.059419549   11.059419549   -0.000000   -0.000000    0.000000
    3    1.579917078    7.899585392    7.899585392   -0.000000    0.000000    0.000000
    4   11.059419549    4.739751235    4.739751235    0.000000    0.000000   -0.000000
    5    7.899585392    1.579917078    7.899585392   -0.000000   -0.000000   -0.000000
    6    4.739751235   11.059419549    4.739751235    0.000000   -0.000000    0.000000
    7    7.899585392    7.899585392    1.579917078   -0.000000    0.000000   -0.000000
    8    4.739751235    4.739751235   11.059419549   -0.000000    0.000000    0.000000
    9    1.579917078    1.579917078   14.219253705   -0.000000   -0.000000    0.000000
   10   11.059419549   11.059419549   23.698756175   -0.000000   -0.000000   -0.000000
   11    1.579917078    7.899585392   20.538922019   -0.000000   -0.000000   -0.000000
   12   11.059419549    4.739751235   17.379087861    0.000000    0.000000    0.000000
   13    7.899585392    1.579917078   20.538922019    0.000000   -0.000000   -0.000000
   14    4.739751235   11.059419549   17.379087861   -0.000000    0.000000    0.000000
   15    7.899585392    7.899585392   14.219253705   -0.000000    0.000000   -0.000000
   16    4.739751235    4.739751235   23.698756175    0.000000    0.000000    0.000000
   17    1.579917078   14.219253705    1.579917078   -0.000000    0.000000   -0.000000
   18   11.059419549   23.698756175   11.059419549   -0.000000    0.000000    0.000000
   19    1.579917078   20.538922019    7.899585392   -0.000000   -0.000000   -0.000000
   20   11.059419549   17.379087861    4.739751235   -0.000000   -0.000000   -0.000000
   21    7.899585392   14.219253705    7.899585392   -0.000000   -0.000000   -0.000000
   22    4.739751235   23.698756175    4.739751235   -0.000000   -0.000000    0.000000
   23    7.899585392   20.538922019    1.579917078    0.000000   -0.000000   -0.000000
   24    4.739751235   17.379087861   11.059419549   -0.000000    0.000000    0.000000
   25    1.579917078   14.219253705   14.219253705   -0.000000   -0.000000   -0.000000
   26   11.059419549   23.698756175   23.698756175   -0.000000   -0.000000   -0.000000
   27    1.579917078   20.538922019   20.538922019    0.000000   -0.000000   -0.000000
   28   11.059419549   17.379087861   17.379087861   -0.000000    0.000000   -0.000000
   29    7.899585392   14.219253705   20.538922019    0.000000    0.000000    0.000000
   30    4.739751235   23.698756175   17.379087861    0.000000    0.000000   -0.000000
   31    7.899585392   20.538922019   14.219253705    0.000000   -0.000000    0.000000
   32    4.739751235   17.379087861   23.698756175   -0.000000   -0.000000   -0.000000
   33   14.219253705    1.579917078    1.579917078    0.000000    0.000000    0.000000
   34   23.698756175   11.059419549   11.059419549    0.000000   -0.000000    0.000000
   35   14.219253705    7.899585392    7.899585392   -0.000000    0.000000    0.000000
   36   23.698756175    4.739751235    4.739751235    0.000000   -0.000000    0.000000
   37   20.538922019    1.579917078    7.899585392    0.000000    0.000000   -0.000000
   38   17.379087861   11.059419549    4.739751235    0.000000   -0.000000    0.000000
   39   20.538922019    7.899585392    1.579917078    0.000000    0.000000   -0.000000
   40   17.379087861    4.739751235   11.059419549    0.000000   -0.000000    0.000000
   41   14.219253705    1.579917078   14.219253705    0.000000    0.000000   -0.000000
   42   23.698756175   11.059419549   23.698756175    0.000000   -0.000000    0.000000
   43   14.219253705    7.899585392   20.538922019    0.000000    0.000000    0.000000
   44   23.698756175    4.739751235   17.379087861    0.000000   -0.000000    0.000000
   45   20.538922019    1.579917078   20.538922019    0.000000    0.000000    0.000000
   46   17.379087861   11.059419549   17.379087861   -0.000000    0.000000    0.000000
   47   20.538922019    7.899585392   14.219253705    0.000000    0.000000    0.000000
   48   17.379087861    4.739751235   23.698756175    0.000000    0.000000    0.000000
   49   14.219253705   14.219253705    1.579917078   -0.000000    0.000000   -0.000000
   50   23.698756175   23.698756175   11.059419549    0.000000   -0.000000   -0.000000
   51   14.219253705   20.538922019    7.899585392    0.000000    0.000000    0.000000
   52   23.698756175   17.379087861    4.739751235    0.000000   -0.000000   -0.000000
   53   20.538922019   14.219253705    7.899585392    0.000000    0.000000   -0.000000
   54   17.379087861   23.698756175    4.739751235    0.000000   -0.000000   -0.000000
   55   20.538922019   20.538922019    1.579917078   -0.000000    0.000000   -0.000000
   56   17.379087861   17.379087861   11.059419549    0.000000    0.000000    0.000000
   57   14.219253705   14.219253705   14.219253705   -0.000000   -0.000000   -0.000000
   58   23.698756175   23.698756175   23.698756175   -0.000000   -0.000000   -0.000000
   59   14.219253705   20.538922019   20.538922019    0.000000    0.000000    0.000000
   60   23.698756175   17.379087861   17.379087861    0.000000    0.000000    0.000000
   61   20.538922019   14.219253705   20.538922019   -0.000000    0.000000   -0.000000
   62   17.379087861   23.698756175   17.379087861    0.000000    0.000000   -0.000000
   63   20.538922019   20.538922019   14.219253705    0.000000    0.000000   -0.000000
   64   17.379087861   17.379087861   23.698756175    0.000000   -0.000000   -0.000000
